"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 27 12:49:34 GMT 2022","Thu Oct 27 12:49:46 GMT 2022","11890","","Support center page testing","","Support center page testing","ID - 18 Open the article How to Sign Up for a Telnyx account on the support center page","ID - 18 Open the article How to Sign Up for a Telnyx account on the support center page",""
"passed","Thu Oct 27 12:51:11 GMT 2022","Thu Oct 27 12:51:21 GMT 2022","9464","","Network page testing","","Network page testing","ID - 9 Open SMS API from Network Page","ID - 9 Open SMS API from Network Page",""
"passed","Thu Oct 27 12:53:42 GMT 2022","Thu Oct 27 12:53:47 GMT 2022","5765","","Support center page testing","","Support center page testing","ID - 20 Find non-existent article on the support page using search","ID - 20 Find non-existent article on the support page using search",""
"passed","Thu Oct 27 12:49:57 GMT 2022","Thu Oct 27 12:50:04 GMT 2022","7311","","Support center page testing","","Support center page testing","ID - 20 Find non-existent article on the support page using search","ID - 20 Find non-existent article on the support page using search",""
"passed","Thu Oct 27 12:53:23 GMT 2022","Thu Oct 27 12:53:33 GMT 2022","10531","","Support center page testing","","Support center page testing","ID - 18 Open the article How to Sign Up for a Telnyx account on the support center page","ID - 18 Open the article How to Sign Up for a Telnyx account on the support center page",""
"passed","Thu Oct 27 12:48:27 GMT 2022","Thu Oct 27 12:48:38 GMT 2022","11298","","Sign up page testing","","Sign up page testing","ID - 12 Sign up without agreeing Terms and Conditions and Privacy Policy","ID - 12 Sign up without agreeing Terms and Conditions and Privacy Policy",""
"passed","Thu Oct 27 12:53:10 GMT 2022","Thu Oct 27 12:53:20 GMT 2022","10142","","Solution page testing","","Solution page testing","ID - 6 Open the Contact Center Solutions from Solutions page","ID - 6 Open the Contact Center Solutions from Solutions page",""
"passed","Thu Oct 27 12:57:05 GMT 2022","Thu Oct 27 12:57:22 GMT 2022","16326","","Solution page testing","","Solution page testing","ID - 4 Open the Talk to an expert from Customer Engagement Platforms page","ID - 4 Open the Talk to an expert from Customer Engagement Platforms page",""
"passed","Thu Oct 27 12:53:01 GMT 2022","Thu Oct 27 12:53:10 GMT 2022","8760","","Solution page testing","","Solution page testing","ID - 5 Open Explore Healthcare Solutions from Solutions page","ID - 5 Open Explore Healthcare Solutions from Solutions page",""
"passed","Thu Oct 27 12:52:18 GMT 2022","Thu Oct 27 12:52:29 GMT 2022","10808","","Sign up page testing","","Sign up page testing","ID - 11 Sign up with a password that does not contain symbol","ID - 11 Sign up with a password that does not contain symbol",""
"passed","Thu Oct 27 12:49:19 GMT 2022","Thu Oct 27 12:49:31 GMT 2022","12342","","Solution page testing","","Solution page testing","ID - 6 Open the Contact Center Solutions from Solutions page","ID - 6 Open the Contact Center Solutions from Solutions page",""
"passed","Thu Oct 27 12:45:57 GMT 2022","Thu Oct 27 12:46:03 GMT 2022","6903","","Header testing","","Header testing","ID -3 Check that all item from Products dropdown menu on header to be able click","ID -3 Check that all item from Products dropdown menu on header to be able click",""
"passed","Thu Oct 27 12:50:53 GMT 2022","Thu Oct 27 12:51:11 GMT 2022","18162","","Network page testing","","Network page testing","ID - 8 See price for Elastic SIP Trunking from Network Page","ID - 8 See price for Elastic SIP Trunking from Network Page",""
"passed","Thu Oct 27 12:54:21 GMT 2022","Thu Oct 27 12:54:32 GMT 2022","10432","","Main page testing","","Main page testing","ID 1 - Open Voice Api from main page","ID 1 - Open Voice Api from main page",""
