"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 16 11:52:51 GMT 2022","Wed Nov 16 11:52:58 GMT 2022","6955","","Solution page testing","","Solution page testing","ID - 6 Open the Contact Center Solutions from Solutions page","ID - 6 Open the Contact Center Solutions from Solutions page",""
"passed","Wed Nov 16 11:55:17 GMT 2022","Wed Nov 16 11:55:22 GMT 2022","5918","","Solution page testing","","Solution page testing","ID - 6 Open the Contact Center Solutions from Solutions page","ID - 6 Open the Contact Center Solutions from Solutions page",""
"passed","Wed Nov 16 11:54:08 GMT 2022","Wed Nov 16 11:54:21 GMT 2022","13116","","Sign in testing","","Sign in testing","ID - 15 Sign in with valid email and invalid password","ID - 15 Sign in with valid email and invalid password",""
"passed","Wed Nov 16 11:54:38 GMT 2022","Wed Nov 16 11:54:45 GMT 2022","7606","","Sign up page testing","","Sign up page testing","ID - 10 Sign up with an email that does not contain @","ID - 10 Sign up with an email that does not contain @",""
"passed","Wed Nov 16 11:56:04 GMT 2022","Wed Nov 16 11:56:10 GMT 2022","5399","","Main page testing","","Main page testing","ID 1 - Open Voice Api from main page","ID 1 - Open Voice Api from main page",""
"passed","Wed Nov 16 11:57:40 GMT 2022","Wed Nov 16 11:57:46 GMT 2022","6502","","Solution page testing","","Solution page testing","ID - 4 Open the Talk to an expert from Customer Engagement Platforms page","ID - 4 Open the Talk to an expert from Customer Engagement Platforms page",""
"passed","Wed Nov 16 11:57:00 GMT 2022","Wed Nov 16 11:57:09 GMT 2022","8847","","Sign in testing","","Sign in testing","ID - 17 Sign in with valid email that doesn't contain @","ID - 17 Sign in with valid email that doesn't contain @",""
"passed","Wed Nov 16 11:55:04 GMT 2022","Wed Nov 16 11:55:11 GMT 2022","6849","","Solution page testing","","Solution page testing","ID - 4 Open the Talk to an expert from Customer Engagement Platforms page","ID - 4 Open the Talk to an expert from Customer Engagement Platforms page",""
"passed","Wed Nov 16 11:53:37 GMT 2022","Wed Nov 16 11:53:42 GMT 2022","5268","","Main page testing","","Main page testing","ID 1 - Open Voice Api from main page","ID 1 - Open Voice Api from main page",""
"passed","Wed Nov 16 11:51:10 GMT 2022","Wed Nov 16 11:51:18 GMT 2022","8825","","Network page testing","","Network page testing","ID - 7 Open the virtual cross connects page from Network link in Header menu","ID - 7 Open the virtual cross connects page from Network link in Header menu",""
"passed","Wed Nov 16 11:53:50 GMT 2022","Wed Nov 16 11:54:01 GMT 2022","10468","","Network page testing","","Network page testing","ID - 8 See price for Elastic SIP Trunking from Network Page","ID - 8 See price for Elastic SIP Trunking from Network Page",""
"passed","Wed Nov 16 11:52:22 GMT 2022","Wed Nov 16 11:52:28 GMT 2022","6533","","Sign up page testing","","Sign up page testing","ID - 12 Sign up without agreeing Terms and Conditions and Privacy Policy","ID - 12 Sign up without agreeing Terms and Conditions and Privacy Policy",""
"passed","Wed Nov 16 11:57:52 GMT 2022","Wed Nov 16 11:57:57 GMT 2022","5159","","Solution page testing","","Solution page testing","ID - 6 Open the Contact Center Solutions from Solutions page","ID - 6 Open the Contact Center Solutions from Solutions page",""
"passed","Wed Nov 16 11:55:50 GMT 2022","Wed Nov 16 11:55:56 GMT 2022","5725","","Header testing","","Header testing","ID -2 Check that Product, Solution, Resources,Company,Pricing links in the header menu open dropdown menu when hover those","ID -2 Check that Product, Solution, Resources,Company,Pricing links in the header menu open dropdown menu when hover those",""
"passed","Wed Nov 16 11:51:56 GMT 2022","Wed Nov 16 11:52:05 GMT 2022","8259","","Sign in testing","","Sign in testing","ID - 17 Sign in with valid email that doesn't contain @","ID - 17 Sign in with valid email that doesn't contain @",""
"passed","Wed Nov 16 11:52:06 GMT 2022","Wed Nov 16 11:52:15 GMT 2022","8915","","Sign up page testing","","Sign up page testing","ID - 10 Sign up with an email that does not contain @","ID - 10 Sign up with an email that does not contain @",""
"passed","Wed Nov 16 11:51:00 GMT 2022","Wed Nov 16 11:51:06 GMT 2022","6564","","Main page testing","","Main page testing","ID 1 - Open Voice Api from main page","ID 1 - Open Voice Api from main page",""
"passed","Wed Nov 16 11:54:52 GMT 2022","Wed Nov 16 11:54:58 GMT 2022","6014","","Sign up page testing","","Sign up page testing","ID - 12 Sign up without agreeing Terms and Conditions and Privacy Policy","ID - 12 Sign up without agreeing Terms and Conditions and Privacy Policy",""
"passed","Wed Nov 16 11:55:11 GMT 2022","Wed Nov 16 11:55:17 GMT 2022","5789","","Solution page testing","","Solution page testing","ID - 5 Open Explore Healthcare Solutions from Solutions page","ID - 5 Open Explore Healthcare Solutions from Solutions page",""
"passed","Wed Nov 16 11:58:16 GMT 2022","Wed Nov 16 11:58:21 GMT 2022","4888","","Support center page testing","","Support center page testing","ID - 20 Find non-existent article on the support page using search","ID - 20 Find non-existent article on the support page using search",""
"passed","Wed Nov 16 11:56:14 GMT 2022","Wed Nov 16 11:56:21 GMT 2022","7245","","Network page testing","","Network page testing","ID - 7 Open the virtual cross connects page from Network link in Header menu","ID - 7 Open the virtual cross connects page from Network link in Header menu",""
"passed","Wed Nov 16 11:53:44 GMT 2022","Wed Nov 16 11:53:50 GMT 2022","6241","","Network page testing","","Network page testing","ID - 7 Open the virtual cross connects page from Network link in Header menu","ID - 7 Open the virtual cross connects page from Network link in Header menu",""
"passed","Wed Nov 16 11:56:38 GMT 2022","Wed Nov 16 11:56:51 GMT 2022","12738","","Sign in testing","","Sign in testing","ID - 15 Sign in with valid email and invalid password","ID - 15 Sign in with valid email and invalid password",""
"passed","Wed Nov 16 11:54:21 GMT 2022","Wed Nov 16 11:54:29 GMT 2022","8172","","Sign in testing","","Sign in testing","ID - 16 Sign in with invalid email and invalid password","ID - 16 Sign in with invalid email and invalid password",""
"passed","Wed Nov 16 11:53:14 GMT 2022","Wed Nov 16 11:53:19 GMT 2022","4774","","Support center page testing","","Support center page testing","ID - 20 Find non-existent article on the support page using search","ID - 20 Find non-existent article on the support page using search",""
"passed","Wed Nov 16 11:55:56 GMT 2022","Wed Nov 16 11:56:00 GMT 2022","3746","","Header testing","","Header testing","ID -3 Check that all item from Products dropdown menu on header to be able click","ID -3 Check that all item from Products dropdown menu on header to be able click",""
"passed","Wed Nov 16 11:51:46 GMT 2022","Wed Nov 16 11:51:56 GMT 2022","9928","","Sign in testing","","Sign in testing","ID - 16 Sign in with invalid email and invalid password","ID - 16 Sign in with invalid email and invalid password",""
"passed","Wed Nov 16 11:55:24 GMT 2022","Wed Nov 16 11:55:32 GMT 2022","7762","","Support center page testing","","Support center page testing","ID - 18 Open the article How to Sign Up for a Telnyx account on the support center page","ID - 18 Open the article How to Sign Up for a Telnyx account on the support center page",""
"passed","Wed Nov 16 11:51:18 GMT 2022","Wed Nov 16 11:51:26 GMT 2022","8004","","Network page testing","","Network page testing","ID - 8 See price for Elastic SIP Trunking from Network Page","ID - 8 See price for Elastic SIP Trunking from Network Page",""
"passed","Wed Nov 16 11:51:26 GMT 2022","Wed Nov 16 11:51:32 GMT 2022","5927","","Network page testing","","Network page testing","ID - 9 Open SMS API from Network Page","ID - 9 Open SMS API from Network Page",""
"passed","Wed Nov 16 11:57:46 GMT 2022","Wed Nov 16 11:57:52 GMT 2022","5673","","Solution page testing","","Solution page testing","ID - 5 Open Explore Healthcare Solutions from Solutions page","ID - 5 Open Explore Healthcare Solutions from Solutions page",""
"passed","Wed Nov 16 11:56:28 GMT 2022","Wed Nov 16 11:56:34 GMT 2022","5343","","Network page testing","","Network page testing","ID - 9 Open SMS API from Network Page","ID - 9 Open SMS API from Network Page",""
"passed","Wed Nov 16 11:51:34 GMT 2022","Wed Nov 16 11:51:46 GMT 2022","12253","","Sign in testing","","Sign in testing","ID - 15 Sign in with valid email and invalid password","ID - 15 Sign in with valid email and invalid password",""
"skipped","Wed Nov 16 11:57:35 GMT 2022","Wed Nov 16 11:57:35 GMT 2022","0","","Sign up page testing","","Sign up page testing","ID - 14 Sign up with valid credentials","ID - 14 Sign up with valid credentials",""
"passed","Wed Nov 16 11:58:09 GMT 2022","Wed Nov 16 11:58:16 GMT 2022","7004","","Support center page testing","","Support center page testing","ID - 19 Find the article How to Sign Up for a Telnyx account on the support center using search","ID - 19 Find the article How to Sign Up for a Telnyx account on the support center using search",""
"passed","Wed Nov 16 11:50:46 GMT 2022","Wed Nov 16 11:50:53 GMT 2022","6828","","Header testing","","Header testing","ID -2 Check that Product, Solution, Resources,Company,Pricing links in the header menu open dropdown menu when hover those","ID -2 Check that Product, Solution, Resources,Company,Pricing links in the header menu open dropdown menu when hover those",""
"passed","Wed Nov 16 11:54:45 GMT 2022","Wed Nov 16 11:54:52 GMT 2022","6125","","Sign up page testing","","Sign up page testing","ID - 11 Sign up with a password that does not contain symbol","ID - 11 Sign up with a password that does not contain symbol",""
"passed","Wed Nov 16 11:52:44 GMT 2022","Wed Nov 16 11:52:51 GMT 2022","6875","","Solution page testing","","Solution page testing","ID - 5 Open Explore Healthcare Solutions from Solutions page","ID - 5 Open Explore Healthcare Solutions from Solutions page",""
"passed","Wed Nov 16 11:54:29 GMT 2022","Wed Nov 16 11:54:36 GMT 2022","7399","","Sign in testing","","Sign in testing","ID - 17 Sign in with valid email that doesn't contain @","ID - 17 Sign in with valid email that doesn't contain @",""
"passed","Wed Nov 16 11:57:13 GMT 2022","Wed Nov 16 11:57:20 GMT 2022","7070","","Sign up page testing","","Sign up page testing","ID - 10 Sign up with an email that does not contain @","ID - 10 Sign up with an email that does not contain @",""
"passed","Wed Nov 16 11:52:28 GMT 2022","Wed Nov 16 11:52:34 GMT 2022","5425","","Sign up page testing","","Sign up page testing","ID - 13 Sign up with empty fields","ID - 13 Sign up with empty fields",""
"passed","Wed Nov 16 11:54:01 GMT 2022","Wed Nov 16 11:54:06 GMT 2022","5337","","Network page testing","","Network page testing","ID - 9 Open SMS API from Network Page","ID - 9 Open SMS API from Network Page",""
"passed","Wed Nov 16 11:52:36 GMT 2022","Wed Nov 16 11:52:44 GMT 2022","8052","","Solution page testing","","Solution page testing","ID - 4 Open the Talk to an expert from Customer Engagement Platforms page","ID - 4 Open the Talk to an expert from Customer Engagement Platforms page",""
"passed","Wed Nov 16 11:58:02 GMT 2022","Wed Nov 16 11:58:09 GMT 2022","7036","","Support center page testing","","Support center page testing","ID - 18 Open the article How to Sign Up for a Telnyx account on the support center page","ID - 18 Open the article How to Sign Up for a Telnyx account on the support center page",""
"passed","Wed Nov 16 11:52:59 GMT 2022","Wed Nov 16 11:53:08 GMT 2022","8332","","Support center page testing","","Support center page testing","ID - 18 Open the article How to Sign Up for a Telnyx account on the support center page","ID - 18 Open the article How to Sign Up for a Telnyx account on the support center page",""
"passed","Wed Nov 16 11:55:38 GMT 2022","Wed Nov 16 11:55:42 GMT 2022","4399","","Support center page testing","","Support center page testing","ID - 20 Find non-existent article on the support page using search","ID - 20 Find non-existent article on the support page using search",""
"passed","Wed Nov 16 11:57:31 GMT 2022","Wed Nov 16 11:57:35 GMT 2022","4477","","Sign up page testing","","Sign up page testing","ID - 13 Sign up with empty fields","ID - 13 Sign up with empty fields",""
"passed","Wed Nov 16 11:52:15 GMT 2022","Wed Nov 16 11:52:22 GMT 2022","6602","","Sign up page testing","","Sign up page testing","ID - 11 Sign up with a password that does not contain symbol","ID - 11 Sign up with a password that does not contain symbol",""
"passed","Wed Nov 16 11:56:21 GMT 2022","Wed Nov 16 11:56:28 GMT 2022","7250","","Network page testing","","Network page testing","ID - 8 See price for Elastic SIP Trunking from Network Page","ID - 8 See price for Elastic SIP Trunking from Network Page",""
"passed","Wed Nov 16 11:57:20 GMT 2022","Wed Nov 16 11:57:26 GMT 2022","5496","","Sign up page testing","","Sign up page testing","ID - 11 Sign up with a password that does not contain symbol","ID - 11 Sign up with a password that does not contain symbol",""
"passed","Wed Nov 16 11:50:53 GMT 2022","Wed Nov 16 11:50:58 GMT 2022","4639","","Header testing","","Header testing","ID -3 Check that all item from Products dropdown menu on header to be able click","ID -3 Check that all item from Products dropdown menu on header to be able click",""
"passed","Wed Nov 16 11:55:32 GMT 2022","Wed Nov 16 11:55:38 GMT 2022","6041","","Support center page testing","","Support center page testing","ID - 19 Find the article How to Sign Up for a Telnyx account on the support center using search","ID - 19 Find the article How to Sign Up for a Telnyx account on the support center using search",""
