"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 27 12:13:48 GMT 2022","Thu Oct 27 12:13:55 GMT 2022","6902","","Sign up page testing","","Sign up page testing","ID - 11 Sign up with a password that does not contain symbol","ID - 11 Sign up with a password that does not contain symbol",""
"passed","Thu Oct 27 12:13:55 GMT 2022","Thu Oct 27 12:14:01 GMT 2022","6603","","Sign up page testing","","Sign up page testing","ID - 12 Sign up without agreeing Terms and Conditions and Privacy Policy","ID - 12 Sign up without agreeing Terms and Conditions and Privacy Policy",""
"passed","Thu Oct 27 12:09:59 GMT 2022","Thu Oct 27 12:10:04 GMT 2022","4795","","Header testing","","Header testing","ID -2 Check that Product, Solution, Resources,Company,Pricing links in the header menu open dropdown menu when hover those","ID -2 Check that Product, Solution, Resources,Company,Pricing links in the header menu open dropdown menu when hover those",""
"passed","Thu Oct 27 12:09:19 GMT 2022","Thu Oct 27 12:09:25 GMT 2022","6359","","Solution page testing","","Solution page testing","ID - 5 Open Explore Healthcare Solutions from Solutions page","ID - 5 Open Explore Healthcare Solutions from Solutions page",""
"passed","Thu Oct 27 12:08:50 GMT 2022","Thu Oct 27 12:08:56 GMT 2022","6210","","Sign up page testing","","Sign up page testing","ID - 11 Sign up with a password that does not contain symbol","ID - 11 Sign up with a password that does not contain symbol",""
"passed","Thu Oct 27 12:08:15 GMT 2022","Thu Oct 27 12:08:26 GMT 2022","10444","","Sign in testing","","Sign in testing","ID - 15 Sign in with valid email and invalid password","ID - 15 Sign in with valid email and invalid password",""
"passed","Thu Oct 27 12:11:31 GMT 2022","Thu Oct 27 12:11:38 GMT 2022","7011","","Solution page testing","","Solution page testing","ID - 4 Open the Talk to an expert from Customer Engagement Platforms page","ID - 4 Open the Talk to an expert from Customer Engagement Platforms page",""
"passed","Thu Oct 27 12:11:07 GMT 2022","Thu Oct 27 12:11:15 GMT 2022","7559","","Sign up page testing","","Sign up page testing","ID - 10 Sign up with an email that does not contain @","ID - 10 Sign up with an email that does not contain @",""
"skipped","Thu Oct 27 12:14:06 GMT 2022","Thu Oct 27 12:14:06 GMT 2022","0","","Sign up page testing","","Sign up page testing","ID - 14 Sign up with valid credentials","ID - 14 Sign up with valid credentials",""
"passed","Thu Oct 27 12:07:28 GMT 2022","Thu Oct 27 12:07:34 GMT 2022","5992","","Header testing","","Header testing","ID -2 Check that Product, Solution, Resources,Company,Pricing links in the header menu open dropdown menu when hover those","ID -2 Check that Product, Solution, Resources,Company,Pricing links in the header menu open dropdown menu when hover those",""
"passed","Thu Oct 27 12:14:19 GMT 2022","Thu Oct 27 12:14:26 GMT 2022","6522","","Solution page testing","","Solution page testing","ID - 5 Open Explore Healthcare Solutions from Solutions page","ID - 5 Open Explore Healthcare Solutions from Solutions page",""
